"SSN","Country","Site","Region","Cluster","Plot","SiteID","Depth","Longitude","Latitude","Altitude","Date","Total_C","CORG","CINORG","pH","Clay_8um","Alox","Feox","LandCover","PlotCultMgd","GPP","KG_p_name","KG_p_code","KG_f_name","KG_f_code","KG_p_group","KG_f_group","MAT","MAP","PET","Delta14C","TurnoverTime","Zones","F14C","F14C_err","Delta14C_err","Delta13C","SSN.XRPD","Quartz","Erosion","Clay_1_1","Clay_2_1","Amorphous","Pedogenic_Oxides","Feldspars","Mox"
"icr068419","Nigeria","Pampaida","West Africa",1,3,"Pampaida_1_3","Topsoil",8.123596667,11.28078,626,"08-06-12",0.586,0.5855,0,5.99,19.298,0.071905897,0.049627438,"Grassland","no",2.051446222,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",25.2083333333333,950,2366,22.3,198,"NHZone3",1.031,0.0029,2.9,-17.56,"icr068419",52.365,"no",5.6819,0,0.3898,2.6106,33.3743,0.096719616
"icr068420","Nigeria","Pampaida","West Africa",1,3,"Pampaida_1_3","Subsoil",8.123596667,11.28078,626,"08-06-12",0.383,0.3829,0,6.1,30.607,0.126313162,0.067236317,"Grassland","no",2.051446222,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",25.2083333333333,950,2366,-65.6,712,"NHZone3",0.9424,0.0029,2.9,-17.05,"icr068420",42.4038,"no",12.7637,0,1.9809,4.3756,32.4604,0.1599313205
"icr068499","Nigeria","Pampaida","West Africa",5,1,"Pampaida_5_1","Topsoil",8.145926667,11.29146167,617,"11-06-12",0.829,0.8288,0,6.11,18.937,0.10157737,0.153436995,"Grassland","no",2.051446222,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",25.3208334048589,944,2373,37.3,154,"NHZone3",1.0461,0.002,2,-18.67,"icr068499",55.2675,"no",5.0108,2.11,0,3.1402,29.4663,0.1782958675
"icr068500","Nigeria","Pampaida","West Africa",5,1,"Pampaida_5_1","Subsoil",8.145926667,11.29146167,617,"11-06-12",0.328,0.3281,0,7.08,17.335,0.079375511,0.089688854,"Grassland","no",2.051446222,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",25.3208334048589,944,2373,-123.6,1245,"NHZone3",0.8839,0.0032,3.2,-18.14,"icr068500",56.1807,"no",6.5482,2.8561,0,3.5522,27.7598,0.124219938
"icr068521","Nigeria","Pampaida","West Africa",6,2,"Pampaida_6_2","Topsoil",8.148253333,11.31266,610,"09-06-12",0.412,0.4119,0,6.39,17.085,0.07311853,0.07146292,"Cropland","yes",2.051446222,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",25.3583334684372,939,2375,-10,335,"NHZone3",0.9984,0.0032,3.2,-19.04,"icr068521",55.052,"no",6.7101,0.9339,1.4213,6.912,23.6799,0.10884999
"icr068522","Nigeria","Pampaida","West Africa",6,2,"Pampaida_6_2","Subsoil",8.148253333,11.31266,610,"09-06-12",0.359,0.3587,0,6.42,22.607,0.105998388,0.095399592,"Cropland","yes",2.051446222,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",25.3583334684372,939,2375,-146.1,1482,"NHZone3",0.8612,0.0031,3.1,-19.47,"icr068522",47.3625,"no",9.9023,0.6195,3.3309,10.9051,18.2969,0.153698184
"icr068539","Nigeria","Pampaida","West Africa",7,1,"Pampaida_7_1","Topsoil",8.150375,11.33524167,561,"01-06-12",1.453,1.453,0,5.63,33.601,0.10164992,0.170238836,"Other","no",1.993800514,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",25.3916668097178,935,2383,21.7,200,"NHZone3",1.0304,0.0021,2.1,-18.77,"icr068539",55.3647,"no",7.698,1.3025,0.8003,6.1472,21.0886,0.186769338
"icr068540","Nigeria","Pampaida","West Africa",7,1,"Pampaida_7_1","Subsoil",8.150375,11.33524167,561,"01-06-12",1.438,1.438,0,5.36,30.169,0.122553294,0.135382513,"Other","no",1.993800514,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",25.3916668097178,935,2383,-60.4,670,"NHZone3",0.9476,0.0019,1.9,-16.67,"icr068540",55.513,"no",10.7782,1.9415,2.1994,6.3813,18.8367,0.1902445505
"icr068579","Nigeria","Pampaida","West Africa",9,1,"Pampaida_9_1","Topsoil",8.166768333,11.28065833,592,"13-06-12",0.405,0.4049,0,6.04,22.754,0.0818932,0.090519447,"Cropland","yes",1.998067396,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",25.3666667540868,944,2386,-51.9,604,"NHZone3",0.9561,0.003,3,-18.11,"icr068579",63.9472,"no",8.1673,1.9211,0,3.1509,17.0976,0.1271529235
"icr068580","Nigeria","Pampaida","West Africa",9,1,"Pampaida_9_1","Subsoil",8.166768333,11.28065833,592,"13-06-12",0.349,0.3494,0,5.44,33.071,0.120599594,0.112141791,"Cropland","yes",1.998067396,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",25.3666667540868,944,2386,-126.1,1270,"NHZone3",0.8814,0.003,2.9,-17.36,"icr068580",54.3368,"no",13.6304,3.6239,0.4455,4.9591,17.1093,0.1766704895
"icr068677","Nigeria","Pampaida","West Africa",14,1,"Pampaida_14_1","Topsoil",8.19152,11.30931667,584,"18-06-12",0.676,0.6249,0.0507,7.78,18.786,0.075140451,0.043527679,"Cropland","yes",1.998067396,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",25.4958332379659,937,2395,43.9,138,"NHZone3",1.0528,0.0029,2.9,-20.45,"icr068677",57.1309,"no",5.7058,0,0.4427,2.2765,30.2516,0.0969042905
"icr068678","Nigeria","Pampaida","West Africa",14,1,"Pampaida_14_1","Subsoil",8.19152,11.30931667,584,"18-06-12",0.357,0.3565,0,7.97,22.743,0.070285697,0.041966091,"Cropland","yes",1.998067396,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",25.4958332379659,937,2395,-93.8,956,"NHZone3",0.9139,0.0033,3.3,-19.59,"icr068678",59.1787,"no",6.2432,0,1.0401,3.2601,25.8738,0.0912687425
"icr068717","Nigeria","Pampaida","West Africa",16,1,"Pampaida_16_1","Topsoil",8.194856667,11.34667,588,"19-06-12",0.751,0.7512,0,6.93,22.464,0.057324925,0.12975699,"Cropland","yes",1.838698542,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",25.4916664759318,932,2391,52.1,120,"NHZone3",1.061,0.0021,2.1,-17.84,"icr068717",61.2115,"no",5.8385,3.1618,0,1.992,24.774,0.12220342
"icr068718","Nigeria","Pampaida","West Africa",16,1,"Pampaida_16_1","Subsoil",8.194856667,11.34667,588,"19-06-12",0.308,0.278,0.0299,8.23,20.125,0.064332818,0.093770176,"Cropland","yes",1.838698542,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",25.4916664759318,932,2391,-109.5,1104,"NHZone3",0.8981,0.0032,3.2,-17,"icr068718",59.5621,"no",6.9225,3.9239,0,3.4053,22.6151,0.111217906
"icr070124","Nigeria","Kutigi","West Africa",2,2,"Kutigi_2_2","Topsoil",5.671851667,9.191568333,205,"20-09-12",1.303,1.303,0,5.96,39.816,0.146207932,0.252386361,"Other","no",3.320818556,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",27.3583336671193,1155,1851,42.3,142,"NHZone3",1.0512,0.002,2,-19.87,"icr070124",66.0908,"no",15.1151,0,1.2756,8.1312,1.7858,0.2724011125
"icr070125","Nigeria","Kutigi","West Africa",2,2,"Kutigi_2_2","Subsoil",5.671851667,9.191568333,205,"20-09-12",0.588,0.5882,0,6.03,49.523,0.230148118,0.334003194,"Other","no",3.320818556,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",27.3583336671193,1155,1851,-75.9,797,"NHZone3",0.9319,0.0026,2.6,-17.66,"icr070125",59.6643,"no",17.2284,0,0,12.8327,0,0.397149715
"icr070262","Nigeria","Kutigi","West Africa",9,4,"Kutigi_9_4","Topsoil",5.711345,9.17576,155,"13-09-12",0.416,0.4163,0,6.29,21.076,0.102017967,0.068598138,"Other","no",3.320818556,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",27.4249999523163,1147,1892,12,235,"NHZone3",1.0206,0.0033,3.3,-20.84,"icr070262",88.5302,"no",4.8662,0,1.949,2.7496,0,0.136317036
"icr070263","Nigeria","Kutigi","West Africa",9,4,"Kutigi_9_4","Subsoil",5.711345,9.17576,155,"13-09-12",0.247,0.2465,0,6.23,34.165,0.272610658,0.100118727,"Other","no",3.320818556,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",27.4249999523163,1147,1892,-139.1,1406,"NHZone3",0.8682,0.0052,5.2,NA,"icr070263",84.1396,"no",8.6536,0,0,5.0635,0,0.3226700215
"icr070370","Nigeria","Kutigi","West Africa",15,3,"Kutigi_15_3","Topsoil",5.73423,9.217246667,117,"09-08-12",0.725,0.7247,0,5.85,21.439,0.065935231,0.034483714,"Cropland","yes",3.320818556,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",27.5499998728434,1143,1918,16.4,219,"NHZone3",1.0251,0.0025,2.5,-18.33,"icr070370",93.8419,"yes",3.4771,0,1.1762,0,0,0.083177088
"icr070371","Nigeria","Kutigi","West Africa",15,3,"Kutigi_15_3","Subsoil",5.73423,9.217246667,117,"09-08-12",0.278,0.2781,0,6.23,23.426,0.195346462,0.053388482,"Cropland","yes",3.320818556,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",27.5499998728434,1143,1918,-76.2,800,"NHZone3",0.9317,0.0054,5.4,NA,"icr070371",91.622,"yes",5.1048,0,0,0,0,0.222040703
"icr072246","Angola","Sanza Pompo","South Africa",1,1,"Sanza Pompo_1_1","Topsoil",15.68749167,-7.37775,1078,"27-06-12",1.891,1.891,0,4.74,33.1425,0.181441016,0.116377796,"Other","no",5.454257917,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",21.5000000397364,1464,1389,94.9,53,"SHZone12",1.1042,0.002,2,-19.9,"icr072246",82.0905,"yes",7.8643,0,6.2036,3.4066,0,0.239629914
"icr072247","Angola","Sanza Pompo","South Africa",1,1,"Sanza Pompo_1_1","Subsoil",15.68749167,-7.37775,1078,"27-06-12",0.869,0.8692,0,4.63,37.437,0.233959347,0.130019601,"Other","no",5.454257917,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",21.5000000397364,1464,1389,-12.3,340,"SHZone12",0.9961,0.0018,1.8,-16.49,"icr072247",85.7493,"yes",9.7465,0,0,2.8863,0,0.2989691475
"icr072286","Angola","Sanza Pompo","South Africa",3,1,"Sanza Pompo_3_1","Topsoil",15.687965,-7.331673333,1047,"03-07-12",1.417,1.417,0,4.62,34.2,0.14661732,0.119026507,"Other","no",5.187246597,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",21.6500000158946,1463,1395,76.4,75,"SHZone12",1.0855,0.002,2,-19.83,"icr072286",88.449,"no",7.1184,0,1.4511,0.8113,0,0.2061305735
"icr072287","Angola","Sanza Pompo","South Africa",3,1,"Sanza Pompo_3_1","Subsoil",15.687965,-7.331673333,1047,"03-07-12",0.781,0.7813,0,4.57,38.141,0.149906455,0.109832921,"Other","no",5.187246597,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",21.6500000158946,1463,1395,-5.2,304,"SHZone12",1.0032,0.0018,1.8,-18.11,"icr072287",82.5063,"no",9.7292,0,0.895,4.1573,0,0.2048229155
"icr072365","Angola","Sanza Pompo","South Africa",7,1,"Sanza Pompo_7_1","Topsoil",15.71909667,-7.340811667,987,"07-03-12",2.037,2.037,0,5.26,62.668,0.549389505,0.206919933,"Other","no",5.454257917,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",21.9166667064031,1442,1411,53.7,112,"SHZone12",1.0626,0.0019,1.9,-13.73,"icr072365",66.4402,"yes",12.9442,4.7853,2.03,10.9944,0,0.6528494715
"icr072366","Angola","Sanza Pompo","South Africa",7,1,"Sanza Pompo_7_1","Subsoil",15.71909667,-7.340811667,987,"07-03-12",1.329,1.329,0,4.69,69.109,0.448104764,0.195135912,"Other","no",5.454257917,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",21.9166667064031,1442,1411,-11.6,337,"SHZone12",0.9968,0.002,2,-12.77,"icr072366",61.0229,"yes",14.41,6.4337,0,12.7307,0,0.54567272
"icr072425","Angola","Sanza Pompo","South Africa",10,1,"Sanza Pompo_10_1","Topsoil",15.73790167,-7.361311667,995,"29-06-12",1.284,1.284,0,4.68,37.7245,0.188666051,0.100933749,"Other","no",5.454257917,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",21.8833334048589,1441,1413,60.3,100,"SHZone12",1.0693,0.0018,1.8,-18.94,"icr072425",83.6336,"no",7.3599,0,3.2062,3.1088,0,0.2391329255
"icr072426","Angola","Sanza Pompo","South Africa",10,1,"Sanza Pompo_10_1","Subsoil",15.73790167,-7.361311667,995,"29-06-12",0.855,0.8547,0,4.55,39.831,0.235672758,0.110942296,"Other","no",5.454257917,"Tropical, savannah","Aw","Tropical, savannah","Aw","Tropical (seasonal)","Tropical (seasonal)",21.8833334048589,1441,1413,13.3,223,"SHZone12",1.022,0.0019,1.9,-16.23,"icr072426",81.2289,"no",6.7604,0.9108,1.5335,4.2686,0,0.291143906
"icr072596","Angola","Mucope","South Africa",1,1,"Mucope_1_1","Topsoil",14.883505,-16.26941333,1141,"22-07-12",0.675,0.6748,0,6.55,22.6975,0.053154147,0.038402463,"Cropland","yes",2.53303141,"Arid, steppe, hot","BSh","Arid, steppe, hot","BSh","Arid","Arid",22.7999999125799,644,2242,-30.1,451,"SHZone3",0.9781,0.003,3,-20.7,"icr072596",89.576,"no",0,0,3.0454,0,1.736,0.0723553785
"icr072597","Angola","Mucope","South Africa",1,1,"Mucope_1_1","Subsoil",14.883505,-16.26941333,1141,"22-07-12",0.368,0.3675,0,6.77,22.1765,0.066532826,0.043296922,"Cropland","yes",2.53303141,"Arid, steppe, hot","BSh","Arid, steppe, hot","BSh","Arid","Arid",22.7999999125799,644,2242,-124.5,1253,"SHZone3",0.8829,0.0031,3.1,-20.3,"icr072597",90.5736,"no",2.4091,1.9632,0,0,1.4862,0.088181287
"icr072716","Angola","Mucope","South Africa",7,1,"Mucope_7_1","Topsoil",14.89889,-16.225095,1144,"23-07-12",0.393,0.393,0,6.5,17.657,0.068468901,0.025696584,"Grassland","no",2.459374472,"Arid, steppe, hot","BSh","Arid, steppe, hot","BSh","Arid","Arid",22.8374999364217,652,2244,-59.6,663,"SHZone3",0.9484,0.0031,3.1,-21.23,"icr072716",92.9328,"yes",4.8175,0,0,0,0.7768,0.081317193
"icr072717","Angola","Mucope","South Africa",7,1,"Mucope_7_1","Subsoil",14.89889,-16.225095,1144,"23-07-12",0.232,0.2321,0,5.44,24.441,0.072802601,0.025283199,"Grassland","no",2.459374472,"Arid, steppe, hot","BSh","Arid, steppe, hot","BSh","Arid","Arid",22.8374999364217,652,2244,-170.7,1759,"SHZone3",0.8364,0.0049,4.9,NA,"icr072717",91.7136,"yes",5.6769,0,0.5702,0,0,0.0854442005
"icr072756","Angola","Mucope","South Africa",9,1,"Mucope_9_1","Topsoil",14.930115,-16.26354667,1137,"22-07-12",0.461,0.4611,0,5.81,20.266,0.077417099,0.025727584,"Other","no",2.523853944,"Arid, steppe, hot","BSh","Arid, steppe, hot","BSh","Arid","Arid",22.8250002066294,648,2243,-32.3,465,"SHZone3",0.9759,0.0032,3.2,-23.36,"icr072756",93.1534,"yes",4.8198,0,1.1465,0,0,0.090280891
"icr072757","Angola","Mucope","South Africa",9,1,"Mucope_9_1","Subsoil",14.930115,-16.26354667,1137,"22-07-12",0.313,0.3133,0,4.98,24.953,0.102309005,0.033031658,"Other","no",2.523853944,"Arid, steppe, hot","BSh","Arid, steppe, hot","BSh","Arid","Arid",22.8250002066294,648,2243,-163,1670,"SHZone3",0.8441,0.003,2.9,-22.27,"icr072757",88.8591,"yes",7.5347,0,0.7453,0,0,0.118824834
"icr072816","Angola","Mucope","South Africa",12,1,"Mucope_12_1","Topsoil",14.92257333,-16.203565,1144,"21-07-12",0.567,0.5667,0,7.13,17.93,0.055677325,0.036831959,"Cropland","yes",2.584836438,"Arid, steppe, hot","BSh","Arid, steppe, hot","BSh","Arid","Arid",22.8166668812434,655,2244,-14.5,358,"SHZone3",0.9939,0.0027,2.7,-19.09,"icr072816",91.4939,"yes",3.1032,0,2.0206,0,1.7538,0.0740933045
"icr072817","Angola","Mucope","South Africa",12,1,"Mucope_12_1","Subsoil",14.92257333,-16.203565,1144,"21-07-12",0.386,0.3855,0,7.34,26.7685,0.067695754,0.045513059,"Cropland","yes",2.584836438,"Arid, steppe, hot","BSh","Arid, steppe, hot","BSh","Arid","Arid",22.8166668812434,655,2244,-147.1,1492,"SHZone3",0.8601,0.003,2.9,-20.1,"icr072817",92.5741,"yes",2.3723,1.7328,0,0,1.5197,0.0904522835
"icr072836","Angola","Mucope","South Africa",13,1,"Mucope_13_1","Topsoil",14.958435,-16.268775,1143,"24-07-12",0.51,0.5099,0,6.42,14.914,0.037656224,0.030625188,"Other","no",2.523853944,"Arid, steppe, hot","BSh","Arid, steppe, hot","BSh","Arid","Arid",22.9875000317891,653,2254,18.5,210,"SHZone3",1.0271,0.003,3,-22.33,"icr072836",95.395,"no",0,2.3536,0,0,1.6746,0.052968818
"icr072837","Angola","Mucope","South Africa",13,1,"Mucope_13_1","Subsoil",14.958435,-16.268775,1143,"24-07-12",0.336,0.3355,0,6.87,19.4345,0.047091845,0.041117411,"Other","no",2.523853944,"Arid, steppe, hot","BSh","Arid, steppe, hot","BSh","Arid","Arid",22.9875000317891,653,2254,-115.4,1162,"SHZone3",0.8921,0.0043,4.3,-22.23,"icr072837",93.0823,"no",0,3.7876,0,0,1.646,0.0676505505
"icr072896","Angola","Mucope","South Africa",16,1,"Mucope_16_1","Topsoil",14.95128667,-16.20006,1142,"18-07-12",0.426,0.4262,0,6.05,17.42,0.041577318,0.021662391,"Other","no",2.584836438,"Arid, steppe, hot","BSh","Arid, steppe, hot","BSh","Arid","Arid",22.900000055631,660,2252,-25,419,"SHZone3",0.9832,0.0032,3.2,-23,"icr072896",94.7484,"no",0,0,1.986,0,0,0.0524085135
"icr072897","Angola","Mucope","South Africa",16,1,"Mucope_16_1","Subsoil",14.95128667,-16.20006,1142,"18-07-12",0.388,0.3879,0,5.61,20.1445,0.087264087,0.037338979,"Other","no",2.584836438,"Arid, steppe, hot","BSh","Arid, steppe, hot","BSh","Arid","Arid",22.900000055631,660,2252,-112,1128,"SHZone3",0.8956,0.0031,3.1,-22.75,"icr072897",89.9438,"no",5.6061,0,2.2257,0,0,0.1059335765
"icr072968","Angola","Bimbe","South Africa",2,1,"Bimbe_2_1","Topsoil",15.87774167,-11.75044833,1811,"26-05-12",1.321,1.321,0,6.37,44.745,0.216497659,0.083892073,"Other","no",3.450515806,"Temperate, dry winter, warm summer","Cwb","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",18.8166666229566,1466,1702,41.1,139,"SHZone12",1.05,0.0019,1.9,-20.03,"icr072968",75.8462,"yes",12.7829,0,2.0051,3.4812,0,0.2584436955
"icr072969","Angola","Bimbe","South Africa",2,1,"Bimbe_2_1","Subsoil",15.87774167,-11.75044833,1811,"26-05-12",0.968,0.9676,0,5.47,62.337,0.147627981,0.101536178,"Other","no",3.450515806,"Temperate, dry winter, warm summer","Cwb","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",18.8166666229566,1466,1702,17.2,209,"SHZone12",1.0258,0.0019,1.9,-19.54,"icr072969",59.4376,"yes",22.1885,0,3.2309,8.1694,0,0.19839607
"icr073068","Angola","Bimbe","South Africa",7,1,"Bimbe_7_1","Topsoil",15.90537,-11.72861167,1772,"02-06-12",1.121,1.121,0,5.24,41.944,0.154652699,0.098920921,"Other","no",3.752942847,"Temperate, dry winter, warm summer","Cwb","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",19.0166665712992,1431,1701,36.7,150,"SHZone12",1.0455,0.0017,1.7,-18.08,"icr073068",70.0687,"yes",12.736,0,0,6.6407,0,0.2041131595
"icr073069","Angola","Bimbe","South Africa",7,1,"Bimbe_7_1","Subsoil",15.90537,-11.72861167,1772,"02-06-12",1.023,1.023,0,5.23,40,0.217073494,0.117625557,"Other","no",3.752942847,"Temperate, dry winter, warm summer","Cwb","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",19.0166665712992,1431,1701,30,168,"SHZone12",1.0388,0.0017,1.7,-18.87,"icr073069",75.2173,"yes",13.0432,0,2.0737,4.4324,0,0.2758862725
"icr073148","Angola","Bimbe","South Africa",11,1,"Bimbe_11_1","Topsoil",15.92955167,-11.72815,1733,"31-05-12",0.699,0.6992,0,5.49,44.8375,0.252790547,0.061683743,"Cropland","yes",3.619697389,"Temperate, dry winter, warm summer","Cwb","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",19.0916666587194,1424,1710,25.4,182,"SHZone12",1.0341,0.0019,1.9,-17.87,"icr073148",69.2081,"yes",15.0321,0,0,8.2438,0,0.2836324185
"icr073149","Angola","Bimbe","South Africa",11,1,"Bimbe_11_1","Subsoil",15.92955167,-11.72815,1733,"31-05-12",0.599,0.599,0,5.43,66.5185,0.413731977,0.087720649,"Cropland","yes",3.619697389,"Temperate, dry winter, warm summer","Cwb","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",19.0916666587194,1424,1710,-39.9,511,"SHZone12",0.9682,0.0028,2.8,-17.14,"icr073149",60.9206,"yes",15.9242,0,2.6964,10.3759,0,0.4575923015
"icr073168","Angola","Bimbe","South Africa",12,1,"Bimbe_12_1","Topsoil",15.92522667,-11.70322333,1722,"28-05-12",1.231,1.231,0,5.64,33.634,0.216021443,0.13726881,"Other","yes",3.619697389,"Temperate, dry winter, warm summer","Cwb","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",19.1333332856496,1412,1700,48.8,122,"SHZone12",1.0577,0.0019,1.9,-19.27,"icr073168",67.6752,"yes",9.1972,2.6987,2.1396,10.5627,0,0.284655848
"icr073169","Angola","Bimbe","South Africa",12,1,"Bimbe_12_1","Subsoil",15.92522667,-11.70322333,1722,"28-05-12",0.666,0.6663,0,5.28,41.3085,0.254049551,0.198680042,"Other","yes",3.619697389,"Temperate, dry winter, warm summer","Cwb","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",19.1333332856496,1412,1700,-20.5,386,"SHZone12",0.9879,0.0032,3.2,-18.62,"icr073169",57.2696,"yes",13.3256,3.1121,5.1807,17.2134,0,0.353389572
"icr073228","Angola","Bimbe","South Africa",15,1,"Bimbe_15_1","Topsoil",15.94343,-11.72477,1731,"30-05-12",1.833,1.833,0,5.96,60.4355,0.389299831,0.297442893,"Cropland","yes",3.619697389,"Temperate, dry winter, warm summer","Cwb","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",19.0583334167798,1431,1707,43.4,133,"SHZone12",1.0522,0.0022,2.2,-15.52,"icr073228",42.4911,"no",20.3859,0,0,14.7731,12.3666,0.5380212775
"icr073229","Angola","Bimbe","South Africa",15,1,"Bimbe_15_1","Subsoil",15.94343,-11.72477,1731,"30-05-12",1.153,1.153,0,5.87,70.0495,0.29306762,0.201211655,"Cropland","yes",3.619697389,"Temperate, dry winter, warm summer","Cwb","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",19.0583334167798,1431,1707,-14,350,"SHZone12",0.9944,0.0018,1.8,-15.69,"icr073229",30.5507,"no",24.6502,0,0,17.9243,13.447,0.3936734475
"icr073300","Angola","Luimbale","South Africa",1,1,"Luimbale_1_1","Topsoil",15.14388333,-12.35919,1674,"11-06-12",0.94,0.9395,0,5.44,70.972,0.404382472,0.141497408,"Grassland","no",3.866499542,"Temperate, dry winter, warm summer","Cwb","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",19.0124999284744,1424,1702,-8.3,320,"SHZone12",1.0001,0.002,2,-15.62,"icr073300",43.8992,"yes",23.6287,0,0,23.3134,0,0.475131176
"icr073301","Angola","Luimbale","South Africa",1,1,"Luimbale_1_1","Subsoil",15.14388333,-12.35919,1674,"11-06-12",1.496,1.496,0,5.49,65.9785,0.329641955,0.128481155,"Grassland","no",3.866499542,"Temperate, dry winter, warm summer","Cwb","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",19.0124999284744,1424,1702,41.9,137,"SHZone12",1.0508,0.002,2,-15.44,"icr073301",46.0524,"yes",21.8377,0,0,19.835,0,0.3938825325
"icr073379","Angola","Luimbale","South Africa",5,1,"Luimbale_5_1","Topsoil",15.16175667,-12.3554,1768,"13-06-12",0.977,0.9772,0,5.19,29.8485,0.15796515,0.165437615,"Other","no",3.866499542,"Temperate, dry winter, warm summer","Cwb","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",18.6499999761581,1462,1690,31.1,165,"SHZone12",1.0399,0.0019,1.9,-20.78,"icr073379",55.1941,"yes",23.0642,0,0,17.6528,0,0.2406839575
"icr073380","Angola","Luimbale","South Africa",5,1,"Luimbale_5_1","Subsoil",15.16175667,-12.3554,1768,"13-06-12",0.464,0.4637,0,4.99,26.918,0.173368801,0.111271845,"Other","no",3.866499542,"Temperate, dry winter, warm summer","Cwb","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",18.6499999761581,1462,1690,-34,471,"SHZone12",0.9742,0.003,3,-21.24,"icr073380",47.7871,"yes",15.3232,0,0,4.0192,28.0325,0.2290047235
"icr073439","Angola","Luimbale","South Africa",8,1,"Luimbale_8_1","Topsoil",15.17505,-12.297935,1597,"06-10-12",1.054,1.054,0,5.42,51.342,0.192994145,0.056299792,"Grassland","no",3.554235965,"Temperate, dry winter, warm summer","Cwb","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",19.3583333492279,1383,1708,25.3,182,"SHZone12",1.034,0.002,2,-18.5,"icr073439",69.7891,"yes",17.9545,0,0.6895,7.2232,0,0.221144041
"icr073440","Angola","Luimbale","South Africa",8,1,"Luimbale_8_1","Subsoil",15.17505,-12.297935,1597,"06-10-12",0.6,0.6,0,5.21,77.237,0.235418368,0.052014981,"Grassland","no",3.554235965,"Temperate, dry winter, warm summer","Cwb","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",19.3583333492279,1383,1708,-53.1,607,"SHZone12",0.955,0.003,3,-18.67,"icr073440",66.4651,"yes",19.6651,0,0,9.4829,0,0.2614258585
