"SSN","Site","Cluster","Plot","Depth","Longitude","Latitude","KG_p_name","KG_p_code","KG_f_name","KG_f_code","KG_p_group","KG_f_group","MAT","MAP","PET"
"icr072837","Mucope",13,1,"Subsoil",14.958435,-16.268775,"Arid, steppe, hot","BSh","Arid, steppe, hot","BSh","Arid","Arid",22.9875000317891,653,2254
"icr072896","Mucope",16,1,"Topsoil",14.95128667,-16.20006,"Arid, steppe, hot","BSh","Arid, steppe, hot","BSh","Arid","Arid",22.900000055631,660,2252
"icr072897","Mucope",16,1,"Subsoil",14.95128667,-16.20006,"Arid, steppe, hot","BSh","Arid, steppe, hot","BSh","Arid","Arid",22.900000055631,660,2252
"icr072968","Bimbe",2,1,"Topsoil",15.87774167,-11.75044833,"Temperate, dry winter, warm summer","Cwb","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",18.8166666229566,1466,1702
"icr072969","Bimbe",2,1,"Subsoil",15.87774167,-11.75044833,"Temperate, dry winter, warm summer","Cwb","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",18.8166666229566,1466,1702
"icr073068","Bimbe",7,1,"Topsoil",15.90537,-11.72861167,"Temperate, dry winter, warm summer","Cwb","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",19.0166665712992,1431,1701
"icr073069","Bimbe",7,1,"Subsoil",15.90537,-11.72861167,"Temperate, dry winter, warm summer","Cwb","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",19.0166665712992,1431,1701
"icr073148","Bimbe",11,1,"Topsoil",15.92955167,-11.72815,"Temperate, dry winter, warm summer","Cwb","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",19.0916666587194,1424,1710
"icr073149","Bimbe",11,1,"Subsoil",15.92955167,-11.72815,"Temperate, dry winter, warm summer","Cwb","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",19.0916666587194,1424,1710
"icr073168","Bimbe",12,1,"Topsoil",15.92522667,-11.70322333,"Temperate, dry winter, warm summer","Cwb","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",19.1333332856496,1412,1700
"icr073169","Bimbe",12,1,"Subsoil",15.92522667,-11.70322333,"Temperate, dry winter, warm summer","Cwb","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",19.1333332856496,1412,1700
"icr073228","Bimbe",15,1,"Topsoil",15.94343,-11.72477,"Temperate, dry winter, warm summer","Cwb","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",19.0583334167798,1431,1707
"icr073229","Bimbe",15,1,"Subsoil",15.94343,-11.72477,"Temperate, dry winter, warm summer","Cwb","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",19.0583334167798,1431,1707
"icr073300","Luimbale",1,1,"Topsoil",15.14388333,-12.35919,"Temperate, dry winter, warm summer","Cwb","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",19.0124999284744,1424,1702
"icr073301","Luimbale",1,1,"Subsoil",15.14388333,-12.35919,"Temperate, dry winter, warm summer","Cwb","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",19.0124999284744,1424,1702
"icr073379","Luimbale",5,1,"Topsoil",15.16175667,-12.3554,"Temperate, dry winter, warm summer","Cwb","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",18.6499999761581,1462,1690
"icr073380","Luimbale",5,1,"Subsoil",15.16175667,-12.3554,"Temperate, dry winter, warm summer","Cwb","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",18.6499999761581,1462,1690
"icr073439","Luimbale",8,1,"Topsoil",15.17505,-12.297935,"Temperate, dry winter, warm summer","Cwb","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",19.3583333492279,1383,1708
"icr073440","Luimbale",8,1,"Subsoil",15.17505,-12.297935,"Temperate, dry winter, warm summer","Cwb","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",19.3583333492279,1383,1708
"icr073519","Luimbale",12,1,"Topsoil",15.19546833,-12.295335,"Temperate, dry winter, warm summer","Cwb","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",19.1875000397364,1408,1708
"icr073520","Luimbale",12,1,"Subsoil",15.19546833,-12.295335,"Temperate, dry winter, warm summer","Cwb","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",19.1875000397364,1408,1708
"icr073558","Luimbale",14,1,"Topsoil",15.22182667,-12.32752333,"Temperate, dry winter, warm summer","Cwb","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",19.0708332856496,1429,1708
"icr073559","Luimbale",14,1,"Subsoil",15.22182667,-12.32752333,"Temperate, dry winter, warm summer","Cwb","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",19.0708332856496,1429,1708
"icr073578","Luimbale",15,1,"Topsoil",15.21382333,-12.31476833,"Temperate, dry winter, warm summer","Cwb","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",19.0374998648961,1427,1706
"icr073579","Luimbale",15,1,"Subsoil",15.21382333,-12.31476833,"Temperate, dry winter, warm summer","Cwb","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",19.0374998648961,1427,1706
"icr074509","Paje",12,1,"Topsoil",26.4957,-21.7232,"Arid, steppe, hot","BSh","Arid, desert, hot","BWh","Arid","Arid",20.6999999483426,384,2331
"icr074510","Paje",12,1,"Subsoil",26.4957,-21.7232,"Arid, steppe, hot","BSh","Arid, desert, hot","BWh","Arid","Arid",20.6999999483426,384,2331
"icr074691","Gumare",4,1,"Topsoil",22.0128,-19.3495,"Arid, steppe, hot","BSh","Arid, desert, hot","BWh","Arid","Arid",23.1458331942558,417,2576
"icr074692","Gumare",4,1,"Subsoil",22.0128,-19.3495,"Arid, steppe, hot","BSh","Arid, desert, hot","BWh","Arid","Arid",23.1458331942558,417,2576
"icr074731","Gumare",6,1,"Topsoil",22.039,-19.3952,"Arid, steppe, hot","BSh","Arid, desert, hot","BWh","Arid","Arid",23.1916665236155,415,2577
"icr074732","Gumare",6,1,"Subsoil",22.039,-19.3952,"Arid, steppe, hot","BSh","Arid, desert, hot","BWh","Arid","Arid",23.1916665236155,415,2577
"icr075676","Musungwa",1,1,"Topsoil",26.093142,-15.897394,"Temperate, dry winter, hot summer","Cwa","Arid, steppe, hot","BSh","Temperate (seasonal)","Arid",21.5416666666667,801,2159
"icr075677","Musungwa",1,1,"Subsoil",26.093142,-15.897394,"Temperate, dry winter, hot summer","Cwa","Arid, steppe, hot","BSh","Temperate (seasonal)","Arid",21.5416666666667,801,2159
"icr075696","Musungwa",2,1,"Topsoil",26.098539,-15.867407,"Temperate, dry winter, hot summer","Cwa","Arid, steppe, hot","BSh","Temperate (seasonal)","Arid",21.5499997536341,784,2163
"icr075697","Musungwa",2,1,"Subsoil",26.098539,-15.867407,"Temperate, dry winter, hot summer","Cwa","Arid, steppe, hot","BSh","Temperate (seasonal)","Arid",21.5499997536341,784,2163
"icr075756","Musungwa",5,1,"Topsoil",26.115347,-15.896971,"Temperate, dry winter, hot summer","Cwa","Arid, steppe, hot","BSh","Temperate (seasonal)","Arid",21.5958333412806,800,2162
"icr075757","Musungwa",5,1,"Subsoil",26.115347,-15.896971,"Temperate, dry winter, hot summer","Cwa","Arid, steppe, hot","BSh","Temperate (seasonal)","Arid",21.5958333412806,800,2162
"icr075916","Musungwa",13,1,"Topsoil",26.166365,-15.89698167,"Temperate, dry winter, hot summer","Cwa","Arid, steppe, hot","BSh","Temperate (seasonal)","Arid",21.5666666825612,786,2164
"icr075917","Musungwa",13,1,"Subsoil",26.166365,-15.89698167,"Temperate, dry winter, hot summer","Cwa","Arid, steppe, hot","BSh","Temperate (seasonal)","Arid",21.5666666825612,786,2164
"icr076353","Analavory",1,5,"Topsoil",46.640183,-19.025532,"Temperate, dry winter, hot summer","Cwa","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",21.0583332379659,1472,1744
"icr076354","Analavory",1,5,"Subsoil",46.640183,-19.025532,"Temperate, dry winter, hot summer","Cwa","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",21.0583332379659,1472,1744
"icr076357","Analavory",1,8,"Topsoil",46.640384,-19.023296,"Temperate, dry winter, hot summer","Cwa","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",21.4208331902822,1440,1774
"icr076358","Analavory",1,8,"Subsoil",46.640384,-19.023296,"Temperate, dry winter, hot summer","Cwa","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",21.4208331902822,1440,1774
"icr076362","Analavory",1,11,"Topsoil",46.634228,-19.02658,"Temperate, dry winter, hot summer","Cwa","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",21.0583332379659,1472,1744
"icr076363","Analavory",1,11,"Subsoil",46.634228,-19.02658,"Temperate, dry winter, hot summer","Cwa","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",21.0583332379659,1472,1744
"icr076374","Analavory",2,6,"Topsoil",46.629493,-19.003005,"Temperate, dry winter, hot summer","Cwa","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",21.295833269755,1458,1772
"icr076375","Analavory",2,6,"Subsoil",46.629493,-19.003005,"Temperate, dry winter, hot summer","Cwa","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",21.295833269755,1458,1772
"icr076386","Analavory",3,2,"Topsoil",46.634883,-18.980252,"Temperate, dry winter, hot summer","Cwa","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",21.0166667699814,1511,1757
"icr076387","Analavory",3,2,"Subsoil",46.634883,-18.980252,"Temperate, dry winter, hot summer","Cwa","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",21.0166667699814,1511,1757
"icr076406","Analavory",4,2,"Topsoil",46.639697,-18.95421,"Temperate, dry winter, hot summer","Cwa","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",21.7083331743876,1431,1800
"icr076407","Analavory",4,2,"Subsoil",46.639697,-18.95421,"Temperate, dry winter, hot summer","Cwa","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",21.7083331743876,1431,1800
"icr076418","Analavory",4,8,"Topsoil",46.63595,-18.962023,"Temperate, dry winter, hot summer","Cwa","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",21.3374999364217,1471,1775
"icr076419","Analavory",4,8,"Subsoil",46.63595,-18.962023,"Temperate, dry winter, hot summer","Cwa","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",21.3374999364217,1471,1775
"icr076422","Analavory",4,10,"Topsoil",46.632403,-18.957634,"Temperate, dry winter, hot summer","Cwa","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",21.6041667064031,1441,1791
"icr076423","Analavory",4,10,"Subsoil",46.632403,-18.957634,"Temperate, dry winter, hot summer","Cwa","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",21.6041667064031,1441,1791
"icr076446","Analavory",6,2,"Topsoil",46.65776,-19.001199,"Temperate, dry winter, hot summer","Cwa","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",21.0333332618078,1489,1746
"icr076447","Analavory",6,2,"Subsoil",46.65776,-19.001199,"Temperate, dry winter, hot summer","Cwa","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",21.0333332618078,1489,1746
"icr076460","Analavory",6,9,"Topsoil",46.660293,-18.999384,"Temperate, dry winter, hot summer","Cwa","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",20.9500000476837,1489,1740
"icr076461","Analavory",6,9,"Subsoil",46.660293,-18.999384,"Temperate, dry winter, hot summer","Cwa","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",20.9500000476837,1489,1740
"icr076480","Analavory",7,9,"Topsoil",46.660746,-18.97778,"Temperate, dry winter, hot summer","Cwa","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",21.0000000794729,1497,1746
"icr076481","Analavory",7,9,"Subsoil",46.660746,-18.97778,"Temperate, dry winter, hot summer","Cwa","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",21.0000000794729,1497,1746
"icr076494","Analavory",8,6,"Topsoil",46.652397,-18.958693,"Temperate, dry winter, hot summer","Cwa","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",21.5000000794729,1446,1784
"icr076495","Analavory",8,6,"Subsoil",46.652397,-18.958693,"Temperate, dry winter, hot summer","Cwa","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",21.5000000794729,1446,1784
"icr076508","Analavory",9,4,"Topsoil",46.676483,-19.020066,"Temperate, dry winter, hot summer","Cwa","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",20.5791668494542,1516,1703
"icr076509","Analavory",9,4,"Subsoil",46.676483,-19.020066,"Temperate, dry winter, hot summer","Cwa","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",20.5791668494542,1516,1703
"icr076518","Analavory",9,9,"Topsoil",46.679666,-19.017739,"Temperate, dry winter, hot summer","Cwa","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",20.5791668494542,1516,1703
"icr076519","Analavory",9,9,"Subsoil",46.679666,-19.017739,"Temperate, dry winter, hot summer","Cwa","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",20.5791668494542,1516,1703
"icr076527","Analavory",10,5,"Topsoil",46.678734,-19.006775,"Temperate, dry winter, hot summer","Cwa","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",20.5125001271566,1530,1704
"icr076528","Analavory",10,5,"Subsoil",46.678734,-19.006775,"Temperate, dry winter, hot summer","Cwa","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",20.5125001271566,1530,1704
"icr076569","Analavory",12,6,"Topsoil",46.684407,-18.955873,"Temperate, dry winter, hot summer","Cwa","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",20.8125,1498,1720
"icr076570","Analavory",12,6,"Subsoil",46.684407,-18.955873,"Temperate, dry winter, hot summer","Cwa","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",20.8125,1498,1720
"icr076599","Analavory",13,14,"Topsoil",46.708536,-19.018618,"Temperate, dry winter, hot summer","Cwa","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",19.983333269755,1577,1651
"icr076600","Analavory",13,14,"Subsoil",46.708536,-19.018618,"Temperate, dry winter, hot summer","Cwa","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",19.983333269755,1577,1651
"icr076607","Analavory",14,4,"Topsoil",46.700807,-19.011172,"Temperate, dry winter, warm summer","Cwb","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",19.7208333412806,1628,1636
"icr076608","Analavory",14,4,"Subsoil",46.700807,-19.011172,"Temperate, dry winter, warm summer","Cwb","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",19.7208333412806,1628,1636
"icr076611","Analavory",14,6,"Topsoil",46.704284,-19.004856,"Temperate, dry winter, warm summer","Cwb","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",19.704166730245,1630,1636
"icr076612","Analavory",14,6,"Subsoil",46.704284,-19.004856,"Temperate, dry winter, warm summer","Cwb","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",19.704166730245,1630,1636
"icr076632","Analavory",15,7,"Topsoil",46.70011,-18.981098,"Temperate, dry winter, warm summer","Cwb","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",19.8916666507721,1598,1647
"icr076633","Analavory",15,7,"Subsoil",46.70011,-18.981098,"Temperate, dry winter, warm summer","Cwb","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",19.8916666507721,1598,1647
"icr076638","Analavory",15,10,"Topsoil",46.702414,-18.982985,"Temperate, dry winter, warm summer","Cwb","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",19.8916666507721,1598,1647
"icr076639","Analavory",15,10,"Subsoil",46.702414,-18.982985,"Temperate, dry winter, warm summer","Cwb","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",19.8916666507721,1598,1647
"icr076646","Analavory",16,4,"Topsoil",46.708034,-18.956841,"Temperate, dry winter, hot summer","Cwa","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",20.4041667381922,1532,1687
"icr076647","Analavory",16,4,"Subsoil",46.708034,-18.956841,"Temperate, dry winter, hot summer","Cwa","Tropical, savannah","Aw","Temperate (seasonal)","Tropical (seasonal)",20.4041667381922,1532,1687
