SSN,Depth,Country,data_14c
icr054683,Subsoil,Uganda,FALSE
icr056360,Topsoil,Zambia,FALSE
icr062175,Topsoil,Madagascar,FALSE
icr062195,Topsoil,Madagascar,TRUE
icr062196,Subsoil,Madagascar,TRUE
icr062237,Topsoil,Madagascar,TRUE
icr062238,Subsoil,Madagascar,TRUE
icr062239,Topsoil,Madagascar,FALSE
icr062248,Subsoil,Madagascar,TRUE
icr062276,Subsoil,Madagascar,FALSE
icr062294,Topsoil,Madagascar,TRUE
icr062295,Subsoil,Madagascar,TRUE
icr062299,Subsoil,Madagascar,TRUE
icr062334,Topsoil,Madagascar,FALSE
icr062354,Subsoil,Madagascar,TRUE
icr062395,Topsoil,Madagascar,FALSE
icr068280,Subsoil,Niger,TRUE
icr073128,Topsoil,Angola,FALSE
icr075528,Topsoil,Zimbabwe,FALSE
icr075529,Subsoil,Zimbabwe,FALSE
icr076372,Topsoil,Madagascar,FALSE
icr076374,Topsoil,Madagascar,TRUE
icr076379,Subsoil,Madagascar,FALSE
icr076405,Subsoil,Madagascar,FALSE
icr076445,Subsoil,Madagascar,FALSE
icr076447,Subsoil,Madagascar,TRUE
icr076540,Subsoil,Madagascar,FALSE
icr076612,Subsoil,Madagascar,TRUE
icr076622,Subsoil,Madagascar,FALSE
icr076658,Subsoil,Madagascar,FALSE
icr021074,Subsoil,Tanzania,FALSE
icr005995,Topsoil,Tanzania,FALSE
icr005999,Subsoil,Tanzania,FALSE
icr006027,Topsoil,Tanzania,FALSE
icr006084,Topsoil,Tanzania,FALSE
icr006170,Subsoil,Tanzania,FALSE
icr006744,Topsoil,Tanzania,TRUE
icr007791,Subsoil,Tanzania,FALSE
icr011941,Topsoil,Tanzania,FALSE
icr010535,Topsoil,Mali,FALSE
icr010536,Subsoil,Mali,FALSE
icr011078,Subsoil,Burkina Faso,FALSE
icr011284,Subsoil,Burkina Faso,FALSE
icr015592,Topsoil,Ghana,FALSE
icr016015,Subsoil,Ghana,FALSE
icr020849,Subsoil,Tanzania,TRUE
icr020868,Topsoil,Tanzania,FALSE
icr020901,Subsoil,Tanzania,FALSE
icr020908,Topsoil,Tanzania,TRUE
icr021128,Topsoil,Tanzania,FALSE
icr021142,Subsoil,Tanzania,FALSE
icr030040,Subsoil,Ethiopia,FALSE
icr030070,Subsoil,Ethiopia,FALSE
icr030136,Subsoil,Ethiopia,FALSE
icr030177,Subsoil,Ethiopia,TRUE
icr030214,Topsoil,Ethiopia,TRUE
icr030284,Topsoil,Ethiopia,FALSE
icr030351,Topsoil,Ethiopia,FALSE
icr030393,Topsoil,Ethiopia,FALSE
icr030426,Topsoil,Ethiopia,FALSE
icr030483,Subsoil,Ethiopia,FALSE
icr030515,Topsoil,Ethiopia,FALSE
icr030540,Subsoil,Ethiopia,FALSE
icr033413,Topsoil,Kenya,FALSE
icr033492,Topsoil,Kenya,FALSE
icr033541,Topsoil,Kenya,FALSE
icr033601,Subsoil,Kenya,FALSE
icr033672,Topsoil,Ethiopia,FALSE
icr033673,Subsoil,Ethiopia,FALSE
icr033705,Subsoil,Ethiopia,FALSE
icr033727,Topsoil,Ethiopia,FALSE
icr033752,Topsoil,Ethiopia,FALSE
icr062353,Topsoil,Madagascar,TRUE
